Title	ISSN	EISSN	category-field	parent	documentation
Journal of Property Research	0959-9916	1466-4453	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RJPR20&page=instructions
Journal of the Philosophy of Sport	0094-8705	1543-2939	political_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RJPS20&page=instructions
International Journal of Philosophy and Theology	2169-2327	2169-2335	humanities	chicago-note-bibliography	http://www.tandfonline.com/action/authorSubmission?journalCode=RJPT20&page=instructions
Journal of Postcolonial Writing	1744-9855	1744-9863	humanities	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RJPW20&page=instructions
Justice Quarterly	0741-8825	1745-9109	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RJQY20&page=instructions
Journal of Risk Research	1366-9877	1466-4461	social_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RJRR20&page=instructions
Journal of Strategic Marketing	0965-254X	1466-4488	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RJSM20&page=instructions
Journal of Sports Sciences	0264-0414	1466-447X	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RJSP20&page=instructions
The Journal of International Trade & Economic Development	0963-8199	1469-9559	social_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RJTE20&page=instructions
Journal of Sport & Tourism	1477-5085	1029-5399	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RJTO20&page=instructions
Journal of Trust Research	2151-5581	2151-559X	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RJTR20&page=instructions
International Journal of Urban Sciences	1226-5934	2161-6779	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RJUS20&page=instructions
Journal of Vocational social_science & Training	1363-6820	1747-5090	social_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RJVE20&page=instructions
Latin American and Caribbean Ethnic Studies	1744-2222	1744-2230	political_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RLAC20&page=instructions
Language and social_science	0950-0782	1747-7581	social_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RLAE20&page=instructions
Language, Culture and Curriculum	0790-8318	1747-7573	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RLCC20&page=instructions
Loisir et Société / Society and Leisure	0705-3436	1705-0154	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RLES20&page=instructions
Leisure/Loisir	1492-7713	2151-2221	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RLOI20&page=instructions
Leisure Studies	0261-4367	1466-4496	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RLST20&page=instructions
Migration and Development	2163-2324	2163-2332	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RMAD20&page=instructions
Mental Health and Substance Use	1752-3281	1752-3273	medicine	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RMHS20&page=instructions
Journal of Modern Italian Studies	1354-571X	1469-9583	political_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RMIS20&page=instructions
International Journal of Multilingualism	1479-0718	1747-7530	humanities	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RMJM20&page=instructions
Language Awareness	0965-8416	1747-7565	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RMLA20&page=instructions
Managing Leisure	1360-6719	1466-450X	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RMLE20&page=instructions
Language and Intercultural Communication	1470-8477	1747-759X	humanities	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RMLI20&page=instructions
Museum Management and Curatorship	0964-7775	1872-9185	political_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RMMC20&page=instructions
Journal of Multilingual and Multicultural Development	0143-4632	1747-7557	humanities	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RMMM20&page=instructions
New Writing	1479-0726	1943-3107	humanities	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RMNW20&page=instructions
Mobilities	1745-0101	1745-011X	political_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RMOB20&page=instructions
Perspectives	0907-676X	1747-6623	humanities	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RMPS20&page=instructions
Nordic Journal of Music Therapy	0809-8131	1944-8260	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RNJM20&page=instructions
Nordic Psychology	1901-2276	1904-0016	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RNPY20&page=instructions
Nordic Social Work Research	2156-857X	2156-8588	medicine	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RNSW20&page=instructions
New Zealand Economic Papers	0077-9954	1943-4863	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RNZP20&page=instructions
Journal of Occupational Science	1442-7591	2158-1576	medicine	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=ROCC20&page=instructions
Research in Post-Compulsory social_science	1359-6748	1747-5112	social_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RPCE20&page=instructions
Psychodynamic Practice	1475-3634	1475-3626	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RPCO20&page=instructions
Person-Centered & Experiential Psychotherapies	1477-9757	1752-9182	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RPCP20&page=instructions
Pedagogy, Culture & Society	1468-1366	1747-5104	social_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RPCS20&page=instructions
Pastoral Care in social_science	0264-3944	1468-0122	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RPED20&page=instructions
Philosophical Explorations	1386-9795	1741-5918	humanities	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RPEX20&page=instructions
Politics, Groups, and Identities	2156-5503	2156-5511	political_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RPGI20&page=instructions
Journal of Policing, Intelligence and Counter Terrorism	1833-5330	2159-5364	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RPIC20&page=instructions
The Journal of Positive Psychology	1743-9760	1743-9779	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RPOS20&page=instructions
Planning Perspectives	0266-5433	1466-4518	political_science	chicago-note-bibliography	http://www.tandfonline.com/action/authorSubmission?journalCode=RPPE20&page=instructions
Psychoanalytic Psychotherapy	0266-8734	1474-9734	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RPPS20&page=instructions
Journal of Policy Research in Tourism, Leisure and Events	1940-7963	1940-7971	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RPRT20&page=instructions
Post-Soviet Affairs	1060-586X	1938-2855	political_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RPSA20&page=instructions
Psychology & Sexuality	1941-9899	1941-9902	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RPSE20&page=instructions
Philippine Political Science Journal	0115-4451	2165-025X	political_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RPSJ20&page=instructions
Psychosis	1752-2439	1752-2447	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RPSY20&page=instructions
Planning Theory & Practice	1464-9357	1470-000X	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RPTP20&page=instructions
Quarterly Journal of Speech	0033-5630	1479-5779	humanities	chicago-note-bibliography	http://www.tandfonline.com/action/authorSubmission?journalCode=RQJS20&page=instructions
Research Papers in social_science	0267-1522	1470-1146	social_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RRED20&page=instructions
Rethinking History	1364-2529	1470-1154	humanities	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RRHI20&page=instructions
Russian Journal of Communication	1940-9419	1940-9427	humanities	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RRJC20&page=instructions
Research in Mathematics social_science	1479-4802	1754-0178	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RRME20&page=instructions
Review of Communication		1535-8593	humanities	chicago-note-bibliography	http://www.tandfonline.com/action/authorSubmission?journalCode=RROC20&page=instructions
South Asian History and Culture	1947-2498	1947-2501	political_science	chicago-note-bibliography	http://www.tandfonline.com/action/authorSubmission?journalCode=RSAC20&page=instructions
South Asian Diaspora	1943-8192	1943-8184	political_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RSAD20&page=instructions
South African Geographical Journal	0373-6245	2151-2418	biology	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RSAG20&page=instructions
Journal of Small Business & Entrepreneurship	0827-6331	2169-2610	social_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RSBE20&page=instructions
Social Dynamics	0253-3952	1940-7874	political_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RSDY20&page=instructions
International Journal of Science social_science, Part B	2154-8455	2154-8463	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RSED20&page=instructions
The Seventeenth Century	0268-117X	2050-4616	humanities	chicago-note-bibliography	http://www.tandfonline.com/action/authorSubmission?journalCode=RSEV20&page=instructions
The Sixties	1754-1328	1754-1336	humanities	chicago-note-bibliography	http://www.tandfonline.com/action/authorSubmission?journalCode=RSIX20&page=instructions
Contemporary Social Science	2158-2041	2158-205X	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RSOC20&page=instructions
Sports Biomechanics	1476-3141	1752-6116	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RSPB20&page=instructions
Sports Coaching Review	2164-0629	2164-0637	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RSPC20&page=instructions
The Scandinavian Psychoanalytic Review	0106-2301	1600-0803	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RSPR20&page=instructions
Studies in Science social_science	0305-7267	1940-8412	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RSSE20&page=instructions
Journal of Sustainable Tourism	0966-9582	1747-7646	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RSUS20&page=instructions
Asia Pacific Journal of Social Work and Development	0218-5385	2165-0993	medicine	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RSWD20&page=instructions
The Asia Pacific Journal of Anthropology	1444-2213	1740-9314	humanities	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RTAP20&page=instructions
Journal of Tourism and Cultural Change	1476-6825	1747-7654	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RTCC20&page=instructions
Teacher Development	1366-4530	1747-5120	social_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RTDE20&page=instructions
Sports Technology	1934-6182	1934-6190	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RTEC20&page=instructions
Tertiary social_science and Management	1358-3883	1573-1936	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RTEM20&page=instructions
Critical Studies on Terrorism	1753-9153	1753-9161	political_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RTER20&page=instructions
Tourism Planning & Development	2156-8316	2156-8324	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RTHP20&page=instructions
Technology, Pedagogy and social_science	1475-939X	1747-5139	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RTPE20&page=instructions
Translation Studies	1478-1700	1751-2921	humanities	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RTRS20&page=instructions
Urban Research & Practice	1753-5069	1753-5077	political_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RURP20&page=instructions
Vulnerable Children and Youth Studies	1745-0128	1745-0136	medicine	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RVCH20&page=instructions
Visual Studies	1472-586X	1472-5878	humanities	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RVST20&page=instructions
Women & Performance: a journal of feminist theory	0740-770X	1748-5819	humanities	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RWAP20&page=instructions
World Archaeology	0043-8243	1470-1375	humanities	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RWAR20&page=instructions
Water International	0250-8060	1941-1707	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=RWIN20&page=instructions
Acta Agriculturae Scandinavica, Section B - Soil & Plant Science	0906-4710	1651-1913	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=SAGB20&page=instructions
Scandinavian Journal of Forest Research	0282-7581	1651-1891	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=SFOR20&page=instructions
Housing, Theory and Society	1403-6096	1651-2278	political_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=SHOU20&page=instructions
Ibsen Studies	1502-1866	1741-8720	humanities	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=SIBS20&page=instructions
Scandinavian Journal of Disability Research	1501-7419	1745-3011	medicine	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=SJDR20&page=instructions
Scandinavian Journal of Hospitality and Tourism	1502-2250	1502-2269	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=SJHT20&page=instructions
Studia Theologica - Nordic Journal of Theology	0039-338X	1502-7791	humanities	chicago-note-bibliography	http://www.tandfonline.com/action/authorSubmission?journalCode=STHE20&page=instructions
Journal of Applied Animal Research	0971-2119	0974-1844	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TAAR20&page=instructions
Acta Botanica Gallica	1253-8078	2166-3408	biology	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TABG20&page=instructions
Advanced Composite Materials	0924-3046	1568-5519	science	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=TACM20&page=instructions
Animal Cells and Systems	1976-8354	2151-2485	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TACS20&page=instructions
Journal of the Chinese Advanced Materials Society	2224-3682	2168-1031	science	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=TADM20&page=instructions
Advanced Robotics	0169-1864	1568-5535	engineering	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=TADR20&page=instructions
Architectural Engineering and Design Management	1745-2007	1752-7589	engineering	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TAEM20&page=instructions
International Journal of Ambient Energy	0143-0750	2162-8246	engineering	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TAEN20&page=instructions
Advances in Building Energy Research	1751-2549	1756-2201	engineering	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TAER20&page=instructions
Advances in Oceanography and Limnology	1947-5721	1947-573X	biology	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=TAOL20&page=instructions
Arboricultural Journal: The International Journal of Urban Forestry	0307-1375	2168-1074	biology	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TARB20&page=instructions
Architectural Science Review	0003-8628	1758-9622	engineering	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TASR20&page=instructions
Journal of Adhesion Science and Technology	0169-4243	1568-5616	science	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=TAST20&page=instructions
Atmosphere-Ocean	0705-5900	1480-9214	biology	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TATO20&page=instructions
Biological Agriculture & Horticulture	0144-8765	2165-0616	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TBAH20&page=instructions
Biotechnology and Genetic Engineering Reviews	0264-8725	2046-5556	biology	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TBGR20&page=instructions
Biodiversity	1488-8386	2160-0651	biology	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TBID20&page=instructions
Body, Movement and Dance in Psychotherapy	1743-2979	1743-2987	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TBMD20&page=instructions
Journal of Building Performance Simulation	1940-1493	1940-1507	engineering	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TBPS20&page=instructions
Journal of Biomolecular Structure and Dynamics	0739-1102	1538-0254	biology	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TBSD20&page=instructions
International Journal of Biodiversity Science, Ecosystem Services & Management	2151-3732	2151-3740	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TBSM20&page=instructions
Journal of Biomaterials Science, Polymer Edition	0920-5063	1568-5624	science	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=TBSP20&page=instructions
Cartography and Geographic Information Science	1523-0406	1545-0465	biology	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TCAG20&page=instructions
Coevolution		2325-6214	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TCEV20&page=instructions
Culture, Health & Sexuality	1369-1058	1464-5351	medicine	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TCHS20&page=instructions
Journal of the Chinese Institute of Engineers	0253-3839	2158-7299	engineering	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TCIE20&page=instructions
Computer Methods in Biomechanics and Biomedical Engineering: Imaging & Visualization	2168-1163	2168-1171	engineering	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TCIV20&page=instructions
Composite Interfaces		1568-5543	science	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=TCOI20&page=instructions
International Journal of Control	0020-7179	1366-5820	engineering	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TCON20&page=instructions
Climate Policy	1469-3062	1752-7457	biology	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TCPO20&page=instructions
Journal of Curriculum Studies	0022-0272	1366-5839	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TCUS20&page=instructions
International Journal of Design Creativity and Innovation	2165-0349	2165-0357	engineering	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TDCI20&page=instructions
Designed Monomers and Polymers		1568-5551	science	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=TDMP20&page=instructions
Evidence-Based Communication Assessment and Intervention	1748-9539	1748-9547	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TEBC20&page=instructions
International Journal of Leadership in social_science	1360-3124	1464-5092	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TEDL20&page=instructions
Journal of social_science Policy	0268-0939	1464-5106	social_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TEDP20&page=instructions
Journal of Environmental Economics and Policy	2160-6544	2160-6552	biology	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TEEP20&page=instructions
Enterprise Information Systems	1751-7575	1751-7583	engineering	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TEIS20&page=instructions
European Journal of Sport Science	1746-1391	1536-7290	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TEJS20&page=instructions
Environmental Hazards	1747-7891	1878-0059	biology	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TENH20&page=instructions
Environmental Technology	0959-3330	1479-487X	biology	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=TENT20&page=instructions
Entrepreneurship & Regional Development	0898-5626	1464-5114	social_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TEPN20&page=instructions
Journal of Experimental & Theoretical Artificial Intelligence	0952-813X	1362-3079	engineering	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TETA20&page=instructions
International Journal of Electronics Letters	2168-1724	2168-1732	engineering	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TETL20&page=instructions
International Journal of Electronics	0020-7217	1362-3060	engineering	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TETN20&page=instructions
Environmental Technology Reviews	2162-2515	2162-2523	biology	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=TETR20&page=instructions
Journal of Electromagnetic Waves and Applications	0920-5071	1569-3937	science	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=TEWA20&page=instructions
Food Additives & Contaminants: Part B	1939-3210	1939-3229	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TFAB20&page=instructions
Food Additives & Contaminants: Part A	1944-0049	1944-0057	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TFAC20&page=instructions
International Journal of Fashion Design, Technology and social_science	1754-3266	1754-3274	engineering	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TFDT20&page=instructions
Frontiers in Life Science	2155-3769	2155-3777	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TFLS20&page=instructions
Forest Science and Technology	2158-0103	2158-0715	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TFST20&page=instructions
Forests, Trees and Livelihoods	1472-8028	2164-3075	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TFTL20&page=instructions
Geodinamica Acta	0985-3111	1778-3593	biology	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TGDA20&page=instructions
Geocarto International	1010-6049	1752-0762	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TGEI20&page=instructions
Geosystem Engineering	1226-9328	2166-3394	engineering	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TGES20&page=instructions
Greenhouse Gas Measurement and Management	2043-0779	2043-0787	biology	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TGMM20&page=instructions
Geomatics, Natural Hazards and Risk	1947-5705	1947-5713	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TGNH20&page=instructions
GIScience & Remote Sensing	1548-1603	1943-7226	biology	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TGRS20&page=instructions
HKIE Transactions	1023-697X	2326-3733	engineering	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=THIE20&page=instructions
Impact Assessment and Project Appraisal	1461-5517	1471-5465	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TIAP20&page=instructions
Intelligent Buildings International	1750-8975	1756-6932	engineering	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TIBI20&page=instructions
The IES Journal Part A: Civil & Structural Engineering	1937-3260	1937-3279	engineering	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TIEA20&page=instructions
International Journal of Inclusive social_science	1360-3116	1464-5173	social_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TIED20&page=instructions
Israel Journal of Ecology & Evolution	1565-9801	2224-4662	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TIEE20&page=instructions
International Journal of Forest Engineering	1494-2119	1913-2220	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TIFE20&page=instructions
International Journal of Odonatology	1388-7890	2159-6719	biology	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TIJO20&page=instructions
Israel Journal of Plant Sciences	0792-9978	2223-8980	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TIPS20&page=instructions
Information Technology for Development	0268-1102	1554-0170	science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TITD20&page=instructions
Journal of Applied Water Engineering and Research		2324-9676	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TJAW20&page=instructions
International Journal of Digital Earth	1753-8947	1753-8955	biology	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TJDE20&page=instructions
Journal of Decision Systems	1246-0125	2116-7052	engineering	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TJDS20&page=instructions
Journal of Experimental Nanoscience	1745-8080	1745-8099	science	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=TJEN20&page=instructions
Journal of Freshwater Ecology	0270-5060	2156-6941	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TJFE20&page=instructions
Journal of Maps		1744-5647	biology	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TJOM20&page=instructions
Journal of Plant Interactions	1742-9145	1742-9153	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TJPI20&page=instructions
Journal of Poetry Therapy	0889-3675	1567-2344	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TJPT20&page=instructions
Journal of Sexual Aggression	1355-2600	1742-6545	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TJSA20&page=instructions
Journal of The Textile Institute	0040-5000	1754-2340	science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TJTI20&page=instructions
International Journal of Urban Sustainable Development	1946-3138	1946-3146	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TJUE20&page=instructions
Journal of Location Based Services	1748-9725	1748-9733	engineering	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TLBS20&page=instructions
Liquid Crystals Reviews	2168-0396	2168-0418	science	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=TLCR20&page=instructions
Liquid Crystals	0267-8292	1366-5855	science	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=TLCT20&page=instructions
Liquid Crystals Today	1358-314X	1464-5181	science	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=TLCY20&page=instructions
International Journal of Lifelong social_science	0260-1370	1464-519X	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TLED20&page=instructions
Journal of Land Use Science	1747-423X	1747-4248	biology	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TLUS20&page=instructions
Journal of Mathematics and Music	1745-9737	1745-9745	science	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=TMAM20&page=instructions
International Journal of Mathematical social_science in Science and Technology	0020-739X	1464-5211	science	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=TMES20&page=instructions
Maritime Policy & Management	0308-8839	1464-5254	social_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TMPM20&page=instructions
International Journal of Management Science and Engineering Management	1750-9653	1750-9661	engineering	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TMSE20&page=instructions
